date,cash,positions_value,equity
2021-05-27,10000.0,0.0,10000.0
2021-05-28,10000.0,0.0,10000.0
2021-06-01,10000.0,0.0,10000.0
2021-06-02,10000.0,0.0,10000.0
2021-06-03,10000.0,0.0,10000.0
2021-06-04,10000.0,0.0,10000.0
2021-06-07,10000.0,0.0,10000.0
2021-06-08,10000.0,0.0,10000.0
2021-06-09,10000.0,0.0,10000.0
2021-06-10,10000.0,0.0,10000.0
2021-06-11,10000.0,0.0,10000.0
2021-06-14,10000.0,0.0,10000.0
2021-06-15,10000.0,0.0,10000.0
2021-06-16,10000.0,0.0,10000.0
2021-06-17,10000.0,0.0,10000.0
2021-06-18,10000.0,0.0,10000.0
2021-06-21,10000.0,0.0,10000.0
2021-06-22,10000.0,0.0,10000.0
2021-06-23,10000.0,0.0,10000.0
2021-06-24,10000.0,0.0,10000.0
2021-06-25,10000.0,0.0,10000.0
2021-06-28,10000.0,0.0,10000.0
2021-06-29,10000.0,0.0,10000.0
2021-06-30,10000.0,0.0,10000.0
2021-07-01,10000.0,0.0,10000.0
2021-07-02,10000.0,0.0,10000.0
2021-07-06,10000.0,0.0,10000.0
2021-07-07,10000.0,0.0,10000.0
2021-07-08,10000.0,0.0,10000.0
2021-07-09,10000.0,0.0,10000.0
2021-07-12,10000.0,0.0,10000.0
2021-07-13,10000.0,0.0,10000.0
2021-07-14,10000.0,0.0,10000.0
2021-07-15,10000.0,0.0,10000.0
2021-07-16,10000.0,0.0,10000.0
2021-07-19,10000.0,0.0,10000.0
2021-07-20,10000.0,0.0,10000.0
2021-07-21,10000.0,0.0,10000.0
2021-07-22,10000.0,0.0,10000.0
2021-07-23,10000.0,0.0,10000.0
2021-07-26,10000.0,0.0,10000.0
2021-07-27,10000.0,0.0,10000.0
2021-07-28,10000.0,0.0,10000.0
2021-07-29,10000.0,0.0,10000.0
2021-07-30,10000.0,0.0,10000.0
2021-08-02,10000.0,0.0,10000.0
2021-08-03,10000.0,0.0,10000.0
2021-08-04,10000.0,0.0,10000.0
2021-08-05,10000.0,0.0,10000.0
2021-08-06,10000.0,0.0,10000.0
2021-08-09,10000.0,0.0,10000.0
2021-08-10,10000.0,0.0,10000.0
2021-08-11,10000.0,0.0,10000.0
2021-08-12,10000.0,0.0,10000.0
2021-08-13,10000.0,0.0,10000.0
2021-08-16,10000.0,0.0,10000.0
2021-08-17,10000.0,0.0,10000.0
2021-08-18,10000.0,0.0,10000.0
2021-08-19,10000.0,0.0,10000.0
2021-08-20,10000.0,0.0,10000.0
2021-08-23,10000.0,0.0,10000.0
2021-08-24,10000.0,0.0,10000.0
2021-08-25,10000.0,0.0,10000.0
2021-08-26,10000.0,0.0,10000.0
2021-08-27,10000.0,0.0,10000.0
2021-08-30,10000.0,0.0,10000.0
2021-08-31,10000.0,0.0,10000.0
2021-09-01,10000.0,0.0,10000.0
2021-09-02,10000.0,0.0,10000.0
2021-09-03,10000.0,0.0,10000.0
2021-09-07,10000.0,0.0,10000.0
2021-09-08,10000.0,0.0,10000.0
2021-09-09,10000.0,0.0,10000.0
2021-09-10,10000.0,0.0,10000.0
2021-09-13,10000.0,0.0,10000.0
2021-09-14,10000.0,0.0,10000.0
2021-09-15,10000.0,0.0,10000.0
2021-09-16,10000.0,0.0,10000.0
2021-09-17,10000.0,0.0,10000.0
2021-09-20,10000.0,0.0,10000.0
2021-09-21,10000.0,0.0,10000.0
2021-09-22,10000.0,0.0,10000.0
2021-09-23,10000.0,0.0,10000.0
2021-09-24,10000.0,0.0,10000.0
2021-09-27,10000.0,0.0,10000.0
2021-09-28,10000.0,0.0,10000.0
2021-09-29,10000.0,0.0,10000.0
2021-09-30,10000.0,0.0,10000.0
2021-10-01,10000.0,0.0,10000.0
2021-10-04,10000.0,0.0,10000.0
2021-10-05,10000.0,0.0,10000.0
2021-10-06,10000.0,0.0,10000.0
2021-10-07,10000.0,0.0,10000.0
2021-10-08,10000.0,0.0,10000.0
2021-10-11,10000.0,0.0,10000.0
2021-10-12,10000.0,0.0,10000.0
2021-10-13,10000.0,0.0,10000.0
2021-10-14,10000.0,0.0,10000.0
2021-10-15,10000.0,0.0,10000.0
2021-10-18,10000.0,0.0,10000.0
2021-10-19,10000.0,0.0,10000.0
2021-10-20,10000.0,0.0,10000.0
2021-10-21,10000.0,0.0,10000.0
2021-10-22,10000.0,0.0,10000.0
2021-10-25,10000.0,0.0,10000.0
2021-10-26,10000.0,0.0,10000.0
2021-10-27,10000.0,0.0,10000.0
2021-10-28,10000.0,0.0,10000.0
2021-10-29,10000.0,0.0,10000.0
2021-11-01,10000.0,0.0,10000.0
2021-11-02,10000.0,0.0,10000.0
2021-11-03,10000.0,0.0,10000.0
2021-11-04,10000.0,0.0,10000.0
2021-11-05,10000.0,0.0,10000.0
2021-11-08,10000.0,0.0,10000.0
2021-11-09,10000.0,0.0,10000.0
2021-11-10,10000.0,0.0,10000.0
2021-11-11,10000.0,0.0,10000.0
2021-11-12,10000.0,0.0,10000.0
2021-11-15,10000.0,0.0,10000.0
2021-11-16,10000.0,0.0,10000.0
2021-11-17,10000.0,0.0,10000.0
2021-11-18,10000.0,0.0,10000.0
2021-11-19,10000.0,0.0,10000.0
2021-11-22,10000.0,0.0,10000.0
2021-11-23,10000.0,0.0,10000.0
2021-11-24,10000.0,0.0,10000.0
2021-11-26,10000.0,0.0,10000.0
2021-11-29,10000.0,0.0,10000.0
2021-11-30,10000.0,0.0,10000.0
2021-12-01,10000.0,0.0,10000.0
2021-12-02,10000.0,0.0,10000.0
2021-12-03,10000.0,0.0,10000.0
2021-12-06,10000.0,0.0,10000.0
2021-12-07,10000.0,0.0,10000.0
2021-12-08,10000.0,0.0,10000.0
2021-12-09,10000.0,0.0,10000.0
2021-12-10,10000.0,0.0,10000.0
2021-12-13,10000.0,0.0,10000.0
2021-12-14,10000.0,0.0,10000.0
2021-12-15,10000.0,0.0,10000.0
2021-12-16,10000.0,0.0,10000.0
2021-12-17,10000.0,0.0,10000.0
2021-12-20,10000.0,0.0,10000.0
2021-12-21,10000.0,0.0,10000.0
2021-12-22,10000.0,0.0,10000.0
2021-12-23,10000.0,0.0,10000.0
2021-12-27,10000.0,0.0,10000.0
2021-12-28,10000.0,0.0,10000.0
2021-12-29,10000.0,0.0,10000.0
2021-12-30,10000.0,0.0,10000.0
2021-12-31,10000.0,0.0,10000.0
2022-01-03,10000.0,0.0,10000.0
2022-01-04,10000.0,0.0,10000.0
2022-01-05,10000.0,0.0,10000.0
2022-01-06,6236.6403022460945,3759.840087890625,9996.48039013672
2022-01-07,6236.6403022460945,3744.800048828125,9981.44035107422
2022-01-10,6236.6403022460945,3737.760009765625,9974.40031201172
2022-01-11,10022.690550048828,0.0,10022.690550048828
2022-01-12,10022.690550048828,0.0,10022.690550048828
2022-01-13,10022.690550048828,0.0,10022.690550048828
2022-01-14,10022.690550048828,0.0,10022.690550048828
2022-01-18,10022.690550048828,0.0,10022.690550048828
2022-01-19,10022.690550048828,0.0,10022.690550048828
2022-01-20,10022.690550048828,0.0,10022.690550048828
2022-01-21,10022.690550048828,0.0,10022.690550048828
2022-01-24,10022.690550048828,0.0,10022.690550048828
2022-01-25,10022.690550048828,0.0,10022.690550048828
2022-01-26,10022.690550048828,0.0,10022.690550048828
2022-01-27,10022.690550048828,0.0,10022.690550048828
2022-01-28,10022.690550048828,0.0,10022.690550048828
2022-01-31,10022.690550048828,0.0,10022.690550048828
2022-02-01,10022.690550048828,0.0,10022.690550048828
2022-02-02,10022.690550048828,0.0,10022.690550048828
2022-02-03,10022.690550048828,0.0,10022.690550048828
2022-02-04,10022.690550048828,0.0,10022.690550048828
2022-02-07,10022.690550048828,0.0,10022.690550048828
2022-02-08,10022.690550048828,0.0,10022.690550048828
2022-02-09,10022.690550048828,0.0,10022.690550048828
2022-02-10,10022.690550048828,0.0,10022.690550048828
2022-02-11,10022.690550048828,0.0,10022.690550048828
2022-02-14,10022.690550048828,0.0,10022.690550048828
2022-02-15,10022.690550048828,0.0,10022.690550048828
2022-02-16,10022.690550048828,0.0,10022.690550048828
2022-02-17,10022.690550048828,0.0,10022.690550048828
2022-02-18,10022.690550048828,0.0,10022.690550048828
2022-02-22,10022.690550048828,0.0,10022.690550048828
2022-02-23,10022.690550048828,0.0,10022.690550048828
2022-02-24,10022.690550048828,0.0,10022.690550048828
2022-02-25,10022.690550048828,0.0,10022.690550048828
2022-02-28,10022.690550048828,0.0,10022.690550048828
2022-03-01,10022.690550048828,0.0,10022.690550048828
2022-03-02,10022.690550048828,0.0,10022.690550048828
2022-03-03,10022.690550048828,0.0,10022.690550048828
2022-03-04,10022.690550048828,0.0,10022.690550048828
2022-03-07,10022.690550048828,0.0,10022.690550048828
2022-03-08,10022.690550048828,0.0,10022.690550048828
2022-03-09,10022.690550048828,0.0,10022.690550048828
2022-03-10,10022.690550048828,0.0,10022.690550048828
2022-03-11,10022.690550048828,0.0,10022.690550048828
2022-03-14,10022.690550048828,0.0,10022.690550048828
2022-03-15,10022.690550048828,0.0,10022.690550048828
2022-03-16,10022.690550048828,0.0,10022.690550048828
2022-03-17,10022.690550048828,0.0,10022.690550048828
2022-03-18,10022.690550048828,0.0,10022.690550048828
2022-03-21,10022.690550048828,0.0,10022.690550048828
2022-03-22,10022.690550048828,0.0,10022.690550048828
2022-03-23,10022.690550048828,0.0,10022.690550048828
2022-03-24,10022.690550048828,0.0,10022.690550048828
2022-03-25,10022.690550048828,0.0,10022.690550048828
2022-03-28,10022.690550048828,0.0,10022.690550048828
2022-03-29,10022.690550048828,0.0,10022.690550048828
2022-03-30,10022.690550048828,0.0,10022.690550048828
2022-03-31,10022.690550048828,0.0,10022.690550048828
2022-04-01,10022.690550048828,0.0,10022.690550048828
2022-04-04,10022.690550048828,0.0,10022.690550048828
2022-04-05,10022.690550048828,0.0,10022.690550048828
2022-04-06,10022.690550048828,0.0,10022.690550048828
2022-04-07,10022.690550048828,0.0,10022.690550048828
2022-04-08,10022.690550048828,0.0,10022.690550048828
2022-04-11,10022.690550048828,0.0,10022.690550048828
2022-04-12,10022.690550048828,0.0,10022.690550048828
2022-04-13,10022.690550048828,0.0,10022.690550048828
2022-04-14,10022.690550048828,0.0,10022.690550048828
2022-04-18,10022.690550048828,0.0,10022.690550048828
2022-04-19,10022.690550048828,0.0,10022.690550048828
2022-04-20,10022.690550048828,0.0,10022.690550048828
2022-04-21,10022.690550048828,0.0,10022.690550048828
2022-04-22,10022.690550048828,0.0,10022.690550048828
2022-04-25,10022.690550048828,0.0,10022.690550048828
2022-04-26,10022.690550048828,0.0,10022.690550048828
2022-04-27,10022.690550048828,0.0,10022.690550048828
2022-04-28,10022.690550048828,0.0,10022.690550048828
2022-04-29,10022.690550048828,0.0,10022.690550048828
2022-05-02,10022.690550048828,0.0,10022.690550048828
2022-05-03,10022.690550048828,0.0,10022.690550048828
2022-05-04,10022.690550048828,0.0,10022.690550048828
2022-05-05,10022.690550048828,0.0,10022.690550048828
2022-05-06,10022.690550048828,0.0,10022.690550048828
2022-05-09,10022.690550048828,0.0,10022.690550048828
2022-05-10,10022.690550048828,0.0,10022.690550048828
2022-05-11,10022.690550048828,0.0,10022.690550048828
2022-05-12,10022.690550048828,0.0,10022.690550048828
2022-05-13,10022.690550048828,0.0,10022.690550048828
2022-05-16,10022.690550048828,0.0,10022.690550048828
2022-05-17,10022.690550048828,0.0,10022.690550048828
2022-05-18,10022.690550048828,0.0,10022.690550048828
2022-05-19,10022.690550048828,0.0,10022.690550048828
2022-05-20,10022.690550048828,0.0,10022.690550048828
2022-05-23,10022.690550048828,0.0,10022.690550048828
2022-05-24,10022.690550048828,0.0,10022.690550048828
2022-05-25,10022.690550048828,0.0,10022.690550048828
2022-05-26,10022.690550048828,0.0,10022.690550048828
2022-05-27,10022.690550048828,0.0,10022.690550048828
2022-05-31,10022.690550048828,0.0,10022.690550048828
2022-06-01,10022.690550048828,0.0,10022.690550048828
2022-06-02,10022.690550048828,0.0,10022.690550048828
2022-06-03,10022.690550048828,0.0,10022.690550048828
2022-06-06,10022.690550048828,0.0,10022.690550048828
2022-06-07,10022.690550048828,0.0,10022.690550048828
2022-06-08,10022.690550048828,0.0,10022.690550048828
2022-06-09,10022.690550048828,0.0,10022.690550048828
2022-06-10,10022.690550048828,0.0,10022.690550048828
2022-06-13,10022.690550048828,0.0,10022.690550048828
2022-06-14,10022.690550048828,0.0,10022.690550048828
2022-06-15,10022.690550048828,0.0,10022.690550048828
2022-06-16,10022.690550048828,0.0,10022.690550048828
2022-06-17,10022.690550048828,0.0,10022.690550048828
2022-06-21,10022.690550048828,0.0,10022.690550048828
2022-06-22,10022.690550048828,0.0,10022.690550048828
2022-06-23,10022.690550048828,0.0,10022.690550048828
2022-06-24,10022.690550048828,0.0,10022.690550048828
2022-06-27,10022.690550048828,0.0,10022.690550048828
2022-06-28,10022.690550048828,0.0,10022.690550048828
2022-06-29,10022.690550048828,0.0,10022.690550048828
2022-06-30,10022.690550048828,0.0,10022.690550048828
2022-07-01,10022.690550048828,0.0,10022.690550048828
2022-07-05,10022.690550048828,0.0,10022.690550048828
2022-07-06,10022.690550048828,0.0,10022.690550048828
2022-07-07,10022.690550048828,0.0,10022.690550048828
2022-07-08,10022.690550048828,0.0,10022.690550048828
2022-07-11,10022.690550048828,0.0,10022.690550048828
2022-07-12,10022.690550048828,0.0,10022.690550048828
2022-07-13,10022.690550048828,0.0,10022.690550048828
2022-07-14,10022.690550048828,0.0,10022.690550048828
2022-07-15,10022.690550048828,0.0,10022.690550048828
2022-07-18,10022.690550048828,0.0,10022.690550048828
2022-07-19,10022.690550048828,0.0,10022.690550048828
2022-07-20,10022.690550048828,0.0,10022.690550048828
2022-07-21,10022.690550048828,0.0,10022.690550048828
2022-07-22,10022.690550048828,0.0,10022.690550048828
2022-07-25,10022.690550048828,0.0,10022.690550048828
2022-07-26,10022.690550048828,0.0,10022.690550048828
2022-07-27,10022.690550048828,0.0,10022.690550048828
2022-07-28,10022.690550048828,0.0,10022.690550048828
2022-07-29,10022.690550048828,0.0,10022.690550048828
2022-08-01,10022.690550048828,0.0,10022.690550048828
2022-08-02,10022.690550048828,0.0,10022.690550048828
2022-08-03,10022.690550048828,0.0,10022.690550048828
2022-08-04,10022.690550048828,0.0,10022.690550048828
2022-08-05,10022.690550048828,0.0,10022.690550048828
2022-08-08,10022.690550048828,0.0,10022.690550048828
2022-08-09,10022.690550048828,0.0,10022.690550048828
2022-08-10,10022.690550048828,0.0,10022.690550048828
2022-08-11,10022.690550048828,0.0,10022.690550048828
2022-08-12,10022.690550048828,0.0,10022.690550048828
2022-08-15,10022.690550048828,0.0,10022.690550048828
2022-08-16,10022.690550048828,0.0,10022.690550048828
2022-08-17,10022.690550048828,0.0,10022.690550048828
2022-08-18,10022.690550048828,0.0,10022.690550048828
2022-08-19,10022.690550048828,0.0,10022.690550048828
2022-08-22,10022.690550048828,0.0,10022.690550048828
2022-08-23,10022.690550048828,0.0,10022.690550048828
2022-08-24,10022.690550048828,0.0,10022.690550048828
2022-08-25,10022.690550048828,0.0,10022.690550048828
2022-08-26,10022.690550048828,0.0,10022.690550048828
2022-08-29,10022.690550048828,0.0,10022.690550048828
2022-08-30,10022.690550048828,0.0,10022.690550048828
2022-08-31,10022.690550048828,0.0,10022.690550048828
2022-09-01,10022.690550048828,0.0,10022.690550048828
2022-09-02,10022.690550048828,0.0,10022.690550048828
2022-09-06,10022.690550048828,0.0,10022.690550048828
2022-09-07,10022.690550048828,0.0,10022.690550048828
2022-09-08,10022.690550048828,0.0,10022.690550048828
2022-09-09,10022.690550048828,0.0,10022.690550048828
2022-09-12,10022.690550048828,0.0,10022.690550048828
2022-09-13,10022.690550048828,0.0,10022.690550048828
2022-09-14,10022.690550048828,0.0,10022.690550048828
2022-09-15,10022.690550048828,0.0,10022.690550048828
2022-09-16,10022.690550048828,0.0,10022.690550048828
2022-09-19,10022.690550048828,0.0,10022.690550048828
2022-09-20,10022.690550048828,0.0,10022.690550048828
2022-09-21,10022.690550048828,0.0,10022.690550048828
2022-09-22,10022.690550048828,0.0,10022.690550048828
2022-09-23,10022.690550048828,0.0,10022.690550048828
2022-09-26,10022.690550048828,0.0,10022.690550048828
2022-09-27,10022.690550048828,0.0,10022.690550048828
2022-09-28,10022.690550048828,0.0,10022.690550048828
2022-09-29,10022.690550048828,0.0,10022.690550048828
2022-09-30,10022.690550048828,0.0,10022.690550048828
2022-10-03,10022.690550048828,0.0,10022.690550048828
2022-10-04,10022.690550048828,0.0,10022.690550048828
2022-10-05,10022.690550048828,0.0,10022.690550048828
2022-10-06,10022.690550048828,0.0,10022.690550048828
2022-10-07,10022.690550048828,0.0,10022.690550048828
2022-10-10,10022.690550048828,0.0,10022.690550048828
2022-10-11,10022.690550048828,0.0,10022.690550048828
2022-10-12,10022.690550048828,0.0,10022.690550048828
2022-10-13,10022.690550048828,0.0,10022.690550048828
2022-10-14,10022.690550048828,0.0,10022.690550048828
2022-10-17,10022.690550048828,0.0,10022.690550048828
2022-10-18,10022.690550048828,0.0,10022.690550048828
2022-10-19,10022.690550048828,0.0,10022.690550048828
2022-10-20,10022.690550048828,0.0,10022.690550048828
2022-10-21,10022.690550048828,0.0,10022.690550048828
2022-10-24,10022.690550048828,0.0,10022.690550048828
2022-10-25,10022.690550048828,0.0,10022.690550048828
2022-10-26,10022.690550048828,0.0,10022.690550048828
2022-10-27,10022.690550048828,0.0,10022.690550048828
2022-10-28,10022.690550048828,0.0,10022.690550048828
2022-10-31,10022.690550048828,0.0,10022.690550048828
2022-11-01,10022.690550048828,0.0,10022.690550048828
2022-11-02,10022.690550048828,0.0,10022.690550048828
2022-11-03,10022.690550048828,0.0,10022.690550048828
2022-11-04,10022.690550048828,0.0,10022.690550048828
2022-11-07,10022.690550048828,0.0,10022.690550048828
2022-11-08,10022.690550048828,0.0,10022.690550048828
2022-11-09,10022.690550048828,0.0,10022.690550048828
2022-11-10,10022.690550048828,0.0,10022.690550048828
2022-11-11,10022.690550048828,0.0,10022.690550048828
2022-11-14,10022.690550048828,0.0,10022.690550048828
2022-11-15,10022.690550048828,0.0,10022.690550048828
2022-11-16,10022.690550048828,0.0,10022.690550048828
2022-11-17,10022.690550048828,0.0,10022.690550048828
2022-11-18,10022.690550048828,0.0,10022.690550048828
2022-11-21,10022.690550048828,0.0,10022.690550048828
2022-11-22,10022.690550048828,0.0,10022.690550048828
2022-11-23,10022.690550048828,0.0,10022.690550048828
2022-11-25,10022.690550048828,0.0,10022.690550048828
2022-11-28,10022.690550048828,0.0,10022.690550048828
2022-11-29,10022.690550048828,0.0,10022.690550048828
2022-11-30,10022.690550048828,0.0,10022.690550048828
2022-12-01,10022.690550048828,0.0,10022.690550048828
2022-12-02,10022.690550048828,0.0,10022.690550048828
2022-12-05,10022.690550048828,0.0,10022.690550048828
2022-12-06,10022.690550048828,0.0,10022.690550048828
2022-12-07,10022.690550048828,0.0,10022.690550048828
2022-12-08,10022.690550048828,0.0,10022.690550048828
2022-12-09,10022.690550048828,0.0,10022.690550048828
2022-12-12,10022.690550048828,0.0,10022.690550048828
2022-12-13,10022.690550048828,0.0,10022.690550048828
2022-12-14,10022.690550048828,0.0,10022.690550048828
2022-12-15,10022.690550048828,0.0,10022.690550048828
2022-12-16,10022.690550048828,0.0,10022.690550048828
2022-12-19,10022.690550048828,0.0,10022.690550048828
2022-12-20,10022.690550048828,0.0,10022.690550048828
2022-12-21,10022.690550048828,0.0,10022.690550048828
2022-12-22,10022.690550048828,0.0,10022.690550048828
2022-12-23,10022.690550048828,0.0,10022.690550048828
2022-12-27,10022.690550048828,0.0,10022.690550048828
2022-12-28,10022.690550048828,0.0,10022.690550048828
2022-12-29,10022.690550048828,0.0,10022.690550048828
2022-12-30,10022.690550048828,0.0,10022.690550048828
2023-01-03,10022.690550048828,0.0,10022.690550048828
2023-01-04,10022.690550048828,0.0,10022.690550048828
2023-01-05,10022.690550048828,0.0,10022.690550048828
2023-01-06,10022.690550048828,0.0,10022.690550048828
2023-01-09,10022.690550048828,0.0,10022.690550048828
2023-01-10,10022.690550048828,0.0,10022.690550048828
2023-01-11,10022.690550048828,0.0,10022.690550048828
2023-01-12,10022.690550048828,0.0,10022.690550048828
2023-01-13,10022.690550048828,0.0,10022.690550048828
2023-01-17,10022.690550048828,0.0,10022.690550048828
2023-01-18,10022.690550048828,0.0,10022.690550048828
2023-01-19,10022.690550048828,0.0,10022.690550048828
2023-01-20,10022.690550048828,0.0,10022.690550048828
2023-01-23,10022.690550048828,0.0,10022.690550048828
2023-01-24,10022.690550048828,0.0,10022.690550048828
2023-01-25,10022.690550048828,0.0,10022.690550048828
2023-01-26,10022.690550048828,0.0,10022.690550048828
2023-01-27,10022.690550048828,0.0,10022.690550048828
2023-01-30,10022.690550048828,0.0,10022.690550048828
2023-01-31,10022.690550048828,0.0,10022.690550048828
2023-02-01,10022.690550048828,0.0,10022.690550048828
2023-02-02,10022.690550048828,0.0,10022.690550048828
2023-02-03,10022.690550048828,0.0,10022.690550048828
2023-02-06,10022.690550048828,0.0,10022.690550048828
2023-02-07,10022.690550048828,0.0,10022.690550048828
2023-02-08,10022.690550048828,0.0,10022.690550048828
2023-02-09,10022.690550048828,0.0,10022.690550048828
2023-02-10,10022.690550048828,0.0,10022.690550048828
2023-02-13,10022.690550048828,0.0,10022.690550048828
2023-02-14,10022.690550048828,0.0,10022.690550048828
2023-02-15,10022.690550048828,0.0,10022.690550048828
2023-02-16,10022.690550048828,0.0,10022.690550048828
2023-02-17,10022.690550048828,0.0,10022.690550048828
2023-02-21,6374.76614907837,3609.269989013672,9984.036138092042
2023-02-22,2540.87615261841,7428.400054931641,9969.27620755005
2023-02-23,2540.87615261841,7480.800018310547,10021.676170928957
2023-02-24,6152.920404815675,3794.050079345703,9946.970484161378
2023-02-27,9962.00734628296,0.0,9962.00734628296
2023-02-28,9962.00734628296,0.0,9962.00734628296
2023-03-01,9962.00734628296,0.0,9962.00734628296
2023-03-02,9962.00734628296,0.0,9962.00734628296
2023-03-03,9962.00734628296,0.0,9962.00734628296
2023-03-06,9962.00734628296,0.0,9962.00734628296
2023-03-07,9962.00734628296,0.0,9962.00734628296
2023-03-08,9962.00734628296,0.0,9962.00734628296
2023-03-09,9962.00734628296,0.0,9962.00734628296
2023-03-10,9962.00734628296,0.0,9962.00734628296
2023-03-13,9962.00734628296,0.0,9962.00734628296
2023-03-14,9962.00734628296,0.0,9962.00734628296
2023-03-15,9962.00734628296,0.0,9962.00734628296
2023-03-16,9962.00734628296,0.0,9962.00734628296
2023-03-17,9962.00734628296,0.0,9962.00734628296
2023-03-20,9962.00734628296,0.0,9962.00734628296
2023-03-21,9962.00734628296,0.0,9962.00734628296
2023-03-22,9962.00734628296,0.0,9962.00734628296
2023-03-23,9962.00734628296,0.0,9962.00734628296
2023-03-24,9962.00734628296,0.0,9962.00734628296
2023-03-27,9962.00734628296,0.0,9962.00734628296
2023-03-28,9962.00734628296,0.0,9962.00734628296
2023-03-29,9962.00734628296,0.0,9962.00734628296
2023-03-30,9962.00734628296,0.0,9962.00734628296
2023-03-31,9962.00734628296,0.0,9962.00734628296
2023-04-03,9962.00734628296,0.0,9962.00734628296
2023-04-04,9962.00734628296,0.0,9962.00734628296
2023-04-05,9962.00734628296,0.0,9962.00734628296
2023-04-06,9962.00734628296,0.0,9962.00734628296
2023-04-10,9962.00734628296,0.0,9962.00734628296
2023-04-11,9962.00734628296,0.0,9962.00734628296
2023-04-12,9962.00734628296,0.0,9962.00734628296
2023-04-13,9987.538423675538,0.0,9987.538423675538
2023-04-14,9987.538423675538,0.0,9987.538423675538
2023-04-17,9987.538423675538,0.0,9987.538423675538
2023-04-18,9987.538423675538,0.0,9987.538423675538
2023-04-19,9987.538423675538,0.0,9987.538423675538
2023-04-20,9987.538423675538,0.0,9987.538423675538
2023-04-21,2463.191637664797,7524.3299560546875,9987.521593719484
2023-04-24,2463.191637664797,7521.090179443359,9984.281817108156
2023-04-25,2463.191637664797,7390.349761962891,9853.541399627687
2023-04-26,9922.874634002688,0.0,9922.874634002688
2023-04-27,9956.156355224613,0.0,9956.156355224613
2023-04-28,9956.156355224613,0.0,9956.156355224613
2023-05-01,9956.156355224613,0.0,9956.156355224613
2023-05-02,9956.156355224613,0.0,9956.156355224613
2023-05-03,9956.156355224613,0.0,9956.156355224613
2023-05-04,6274.628560211186,3661.7398681640625,9936.368428375248
2023-05-05,10043.624995544438,0.0,10043.624995544438
2023-05-08,10043.624995544438,0.0,10043.624995544438
2023-05-09,10043.624995544438,0.0,10043.624995544438
2023-05-10,10043.624995544438,0.0,10043.624995544438
2023-05-11,10043.624995544438,0.0,10043.624995544438
2023-05-12,10043.624995544438,0.0,10043.624995544438
2023-05-15,10043.624995544438,0.0,10043.624995544438
2023-05-16,10043.624995544438,0.0,10043.624995544438
2023-05-17,10043.624995544438,0.0,10043.624995544438
2023-05-18,10043.624995544438,0.0,10043.624995544438
2023-05-19,10043.624995544438,0.0,10043.624995544438
2023-05-22,10043.624995544438,0.0,10043.624995544438
2023-05-23,10043.624995544438,0.0,10043.624995544438
2023-05-24,10043.624995544438,0.0,10043.624995544438
2023-05-25,6290.835977539067,3748.320098876953,10039.15607641602
2023-05-26,10102.210820465092,0.0,10102.210820465092
2023-05-30,10102.210820465092,0.0,10102.210820465092
2023-05-31,10102.210820465092,0.0,10102.210820465092
2023-06-01,10102.210820465092,0.0,10102.210820465092
2023-06-02,10102.210820465092,0.0,10102.210820465092
2023-06-05,10102.210820465092,0.0,10102.210820465092
2023-06-06,10102.210820465092,0.0,10102.210820465092
2023-06-07,10102.210820465092,0.0,10102.210820465092
2023-06-08,10155.079677886968,0.0,10155.079677886968
2023-06-09,10155.079677886968,0.0,10155.079677886968
